ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
01A,"Afognak Lake, AK",A43,"Kodiak Island, AK"
06A,"Kizhuyak, AK",A43,"Kodiak Island, AK"
1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
1TX,"Dumas, TX",LAS,"Las Vegas, NV"
2NY,"Port Washington, NY",ACK,"Nantucket, MA"
7AK,"Akun, AK",DUT,"Unalaska, AK"
7AK,"Akun, AK",KQA,"Akutan, AK"
7AK,"Akun, AK",DUT,"Unalaska, AK"
9NY,"Shelter Island, NY",JFK,"New York, NY"
A01,"Fairbanks/Ft. Wainwright, AK",FAI,"Fairbanks, AK"
A03,"Hallo Bay, AK",A43,"Kodiak Island, AK"
A03,"Hallo Bay, AK",KLN,"Larsen Bay, AK"
A03,"Hallo Bay, AK",HOM,"Homer, AK"
A18,"Kantishna, AK",FAI,"Fairbanks, AK"
A1K,"Deadhorse1, AK",SCC,"Deadhorse, AK"
A1K,"Deadhorse1, AK",A1K,"Deadhorse1, AK"
A20,"Alpine, AK",SCC,"Deadhorse, AK"
A20,"Alpine, AK",ANC,"Anchorage, AK"
A27,"Pogo Mines, AK",FAI,"Fairbanks, AK"
A29,"Kiluda Bay, AK",A43,"Kodiak Island, AK"
A43,"Kodiak Island, AK",KLN,"Larsen Bay, AK"
A43,"Kodiak Island, AK",ALZ,"Lazy Bay, AK"
A43,"Kodiak Island, AK",AOS,"Amook Bay, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",KMY,"Moser Bay, AK"
A43,"Kodiak Island, AK",KOY,"Olga Bay, AK"
A43,"Kodiak Island, AK",KPR,"Port Williams, AK"
A43,"Kodiak Island, AK",KPY,"Port Bailey, AK"
A43,"Kodiak Island, AK",KZB,"Zachar Bay, AK"
A43,"Kodiak Island, AK",A43,"Kodiak Island, AK"
A43,"Kodiak Island, AK",KLN,"Larsen Bay, AK"
A43,"Kodiak Island, AK",01A,"Afognak Lake, AK"
A43,"Kodiak Island, AK",06A,"Kizhuyak, AK"
A43,"Kodiak Island, AK",A03,"Hallo Bay, AK"
A43,"Kodiak Island, AK",A29,"Kiluda Bay, AK"
A43,"Kodiak Island, AK",A50,"Big Bay, AK"
A43,"Kodiak Island, AK",A76,"Red Fox Bay, AK"
A43,"Kodiak Island, AK",ALZ,"Lazy Bay, AK"
A43,"Kodiak Island, AK",AOS,"Amook Bay, AK"
A43,"Kodiak Island, AK",DGB,"Danger Bay, AK"
A43,"Kodiak Island, AK",EHR,"Eagle Harbor, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",KOY,"Olga Bay, AK"
A43,"Kodiak Island, AK",KPY,"Port Bailey, AK"
A43,"Kodiak Island, AK",ONN,"Onion Bay, AK"
A43,"Kodiak Island, AK",ORI,"Port Lions, AK"
A43,"Kodiak Island, AK",SYB,"Seal Bay, AK"
A50,"Big Bay, AK",A43,"Kodiak Island, AK"
A52,"Silver Salmon Creek, AK",HOM,"Homer, AK"
A72,"Chinitna Bay, AK",HOM,"Homer, AK"
A76,"Red Fox Bay, AK",A43,"Kodiak Island, AK"
ABE,"Allentown/Bethlehem/Easton, PA",MDT,"Harrisburg, PA"
ABE,"Allentown/Bethlehem/Easton, PA",MDT,"Harrisburg, PA"
ABE,"Allentown/Bethlehem/Easton, PA",PHL,"Philadelphia, PA"
ABE,"Allentown/Bethlehem/Easton, PA",AFW,"Dallas/Fort Worth, TX"
ABE,"Allentown/Bethlehem/Easton, PA",AUS,"Austin, TX"
ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC"
ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",IAD,"Washington, DC"
ABE,"Allentown/Bethlehem/Easton, PA",ACK,"Nantucket, MA"
ABE,"Allentown/Bethlehem/Easton, PA",PIE,"St. Petersburg, FL"
ABE,"Allentown/Bethlehem/Easton, PA",SAV,"Savannah, GA"
ABE,"Allentown/Bethlehem/Easton, PA",MYR,"Myrtle Beach, SC"
ABE,"Allentown/Bethlehem/Easton, PA",SFB,"Sanford, FL"
ABE,"Allentown/Bethlehem/Easton, PA",BNA,"Nashville, TN"
ABE,"Allentown/Bethlehem/Easton, PA",PIE,"St. Petersburg, FL"
ABE,"Allentown/Bethlehem/Easton, PA",FLL,"Fort Lauderdale, FL"
ABE,"Allentown/Bethlehem/Easton, PA",SRQ,"Sarasota/Bradenton, FL"
ABE,"Allentown/Bethlehem/Easton, PA",PGD,"Punta Gorda, FL"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",EWR,"Newark, NJ"
ABE,"Allentown/Bethlehem/Easton, PA",ILN,"Wilmington, OH"
ABE,"Allentown/Bethlehem/Easton, PA",SBD,"San Bernardino, CA"
ABE,"Allentown/Bethlehem/Easton, PA",IND,"Indianapolis, IN"
ABE,"Allentown/Bethlehem/Easton, PA",MDT,"Harrisburg, PA"
ABE,"Allentown/Bethlehem/Easton, PA",MEM,"Memphis, TN"
ABE,"Allentown/Bethlehem/Easton, PA",IND,"Indianapolis, IN"
ABE,"Allentown/Bethlehem/Easton, PA",TEB,"Teterboro, NJ"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",ATL,"Atlanta, GA"
ABE,"Allentown/Bethlehem/Easton, PA",DTW,"Detroit, MI"
ABE,"Allentown/Bethlehem/Easton, PA",LGA,"New York, NY"
ABE,"Allentown/Bethlehem/Easton, PA",ATL,"Atlanta, GA"
ABE,"Allentown/Bethlehem/Easton, PA",DTW,"Detroit, MI"
ABI,"Abilene, TX",AZA,"Phoenix, AZ"
ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX"
ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX"
ABI,"Abilene, TX",LBB,"Lubbock, TX"
ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX"
ABL,"Ambler, AK",ORV,"Noorvik, AK"
ABL,"Ambler, AK",WLK,"Selawik, AK"
ABL,"Ambler, AK",OBU,"Kobuk, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",WLK,"Selawik, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",RDB,"Red Dog, AK"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",IAN,"Kiana, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",UNK,"Unalakleet, AK"
ABQ,"Albuquerque, NM",CNM,"Carlsbad, NM"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",SLC,"Salt Lake City, UT"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",JFK,"New York, NY"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",BNA,"Nashville, TN"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",MEM,"Memphis, TN"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",FMN,"Farmington, NM"
ABQ,"Albuquerque, NM",DRO,"Durango, CO"
ABQ,"Albuquerque, NM",LBB,"Lubbock, TX"
ABQ,"Albuquerque, NM",MEM,"Memphis, TN"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",SFO,"San Francisco, CA"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SFO,"San Francisco, CA"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",SAT,"San Antonio, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",OAK,"Oakland, CA"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",BWI,"Baltimore, MD"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",SVC,"Silver City/Hurley, NM"
ABQ,"Albuquerque, NM",ROW,"Roswell, NM"
ABQ,"Albuquerque, NM",BJC,"Broomfield, CO"
ABQ,"Albuquerque, NM",AFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",ATL,"Atlanta, GA"
ABQ,"Albuquerque, NM",CHA,"Chattanooga, TN"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",NYL,"Yuma, AZ"
ABQ,"Albuquerque, NM",PDX,"Portland, OR"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",PDX,"Portland, OR"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",PDX,"Portland, OR"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",PDX,"Portland, OR"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",DRO,"Durango, CO"
ABQ,"Albuquerque, NM",FMN,"Farmington, NM"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",OAK,"Oakland, CA"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",BUR,"Burbank, CA"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",BWI,"Baltimore, MD"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",STL,"St. Louis, MO"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",SLC,"Salt Lake City, UT"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",ELP,"El Paso, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABR,"Aberdeen, SD",MSP,"Minneapolis, MN"
ABR,"Aberdeen, SD",FSD,"Sioux Falls, SD"
ABY,"Albany, GA",ATL,"Atlanta, GA"
ABY,"Albany, GA",TPA,"Tampa, FL"
ABY,"Albany, GA",MEM,"Memphis, TN"
ABY,"Albany, GA",RFD,"Rockford, IL"
ABY,"Albany, GA",BHM,"Birmingham, AL"
ABY,"Albany, GA",MCO,"Orlando, FL"
ABY,"Albany, GA",SDF,"Louisville, KY"
ABY,"Albany, GA",MSY,"New Orleans, LA"
ABY,"Albany, GA",PNS,"Pensacola, FL"
ABY,"Albany, GA",PBI,"West Palm Beach/Palm Beach, FL"
ABY,"Albany, GA",SDF,"Louisville, KY"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",OWD,"Norwood, MA"
ACK,"Nantucket, MA",EWB,"New Bedford/Fall River, MA"
ACK,"Nantucket, MA",PVD,"Providence, RI"
ACK,"Nantucket, MA",LNS,"Lancaster, PA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",DCA,"Washington, DC"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",TEB,"Teterboro, NJ"
ACK,"Nantucket, MA",DAL,"Dallas, TX"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",FOK,"Westhampton, NY"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",PSM,"Portsmouth, NH"
ACK,"Nantucket, MA",OPF,"Miami, FL"
ACK,"Nantucket, MA",MVL,"Morrisville, VT"
ACK,"Nantucket, MA",MMU,"Morristown, NJ"
ACK,"Nantucket, MA",PHL,"Philadelphia, PA"
ACK,"Nantucket, MA",PVD,"Providence, RI"
ACK,"Nantucket, MA",BED,"Bedford, MA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",TEB,"Teterboro, NJ"
ACK,"Nantucket, MA",NPT,"Newport, RI"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",FID,"Fishers Island, NY"
ACK,"Nantucket, MA",PCT,"Princeton, NJ"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",MVY,"Martha's Vineyard, MA"
ACK,"Nantucket, MA",EWB,"New Bedford/Fall River, MA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",PVD,"Providence, RI"
ACK,"Nantucket, MA",CDW,"Caldwell, NJ"
ACK,"Nantucket, MA",ORD,"Chicago, IL"
ACK,"Nantucket, MA",CLT,"Charlotte, NC"
ACK,"Nantucket, MA",PHL,"Philadelphia, PA"
ACK,"Nantucket, MA",DCA,"Washington, DC"
ACK,"Nantucket, MA",FRG,"East Farmingdale, NY"
ACK,"Nantucket, MA",BED,"Bedford, MA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",TEB,"Teterboro, NJ"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",EWR,"Newark, NJ"
ACK,"Nantucket, MA",IAD,"Washington, DC"
ACK,"Nantucket, MA",SCE,"State College, PA"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",LGA,"New York, NY"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",LGA,"New York, NY"
ACT,"Waco, TX",DFW,"Dallas/Fort Worth, TX"
ACT,"Waco, TX",DFW,"Dallas/Fort Worth, TX"
ACT,"Waco, TX",DFW,"Dallas/Fort Worth, TX"
ACV,"Arcata/Eureka, CA",LAX,"Los Angeles, CA"
ACV,"Arcata/Eureka, CA",SFO,"San Francisco, CA"
ACV,"Arcata/Eureka, CA",DEN,"Denver, CO"
ACV,"Arcata/Eureka, CA",LAX,"Los Angeles, CA"
ACV,"Arcata/Eureka, CA",SFO,"San Francisco, CA"
ACV,"Arcata/Eureka, CA",COS,"Colorado Springs, CO"
ACV,"Arcata/Eureka, CA",PHX,"Phoenix, AZ"
ACV,"Arcata/Eureka, CA",SMF,"Sacramento, CA"
ACV,"Arcata/Eureka, CA",UKI,"Ukiah, CA"
ACV,"Arcata/Eureka, CA",BUR,"Burbank, CA"
ACY,"Atlantic City, NJ",OXC,"Waterbury, CT"
ACY,"Atlantic City, NJ",FRG,"East Farmingdale, NY"
ACY,"Atlantic City, NJ",DTW,"Detroit, MI"
ACY,"Atlantic City, NJ",BUF,"Buffalo, NY"
ACY,"Atlantic City, NJ",CMH,"Columbus, OH"
ACY,"Atlantic City, NJ",DAY,"Dayton, OH"
ACY,"Atlantic City, NJ",TOL,"Toledo, OH"
ACY,"Atlantic City, NJ",AVL,"Asheville, NC"
ACY,"Atlantic City, NJ",CAK,"Akron, OH"
ACY,"Atlantic City, NJ",SYR,"Syracuse, NY"
ACY,"Atlantic City, NJ",FNT,"Flint, MI"
ACY,"Atlantic City, NJ",SGF,"Springfield, MO"
ACY,"Atlantic City, NJ",LBE,"Latrobe, PA"
ACY,"Atlantic City, NJ",MCN,"Macon, GA"
ACY,"Atlantic City, NJ",AGS,"Augusta, GA"
ACY,"Atlantic City, NJ",CLT,"Charlotte, NC"
ACY,"Atlantic City, NJ",ORF,"Norfolk, VA"
ACY,"Atlantic City, NJ",PGV,"Greenville, NC"
ACY,"Atlantic City, NJ",FAY,"Fayetteville, NC"
ACY,"Atlantic City, NJ",MEM,"Memphis, TN"
ACY,"Atlantic City, NJ",OAJ,"Jacksonville/Camp Lejeune, NC"
ACY,"Atlantic City, NJ",RFD,"Rockford, IL"
ACY,"Atlantic City, NJ",RDU,"Raleigh/Durham, NC"
ACY,"Atlantic City, NJ",ROA,"Roanoke, VA"
ACY,"Atlantic City, NJ",PVD,"Providence, RI"
ACY,"Atlantic City, NJ",LEX,"Lexington, KY"
ACY,"Atlantic City, NJ",BOS,"Boston, MA"
ACY,"Atlantic City, NJ",BFM,"Mobile, AL"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",PNS,"Pensacola, FL"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",RIC,"Richmond, VA"
ACY,"Atlantic City, NJ",ROC,"Rochester, NY"
ACY,"Atlantic City, NJ",OKC,"Oklahoma City, OK"
ACY,"Atlantic City, NJ",SAV,"Savannah, GA"
ACY,"Atlantic City, NJ",LIT,"Little Rock, AR"
ACY,"Atlantic City, NJ",ILM,"Wilmington, NC"
ACY,"Atlantic City, NJ",GPT,"Gulfport/Biloxi, MS"
ACY,"Atlantic City, NJ",MIA,"Miami, FL"
ACY,"Atlantic City, NJ",TPA,"Tampa, FL"
ACY,"Atlantic City, NJ",MYR,"Myrtle Beach, SC"
ACY,"Atlantic City, NJ",ATL,"Atlanta, GA"
ACY,"Atlantic City, NJ",BOS,"Boston, MA"
ACY,"Atlantic City, NJ",SJU,"San Juan, PR"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",MYR,"Myrtle Beach, SC"
ACY,"Atlantic City, NJ",ATL,"Atlanta, GA"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",BOS,"Boston, MA"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",LGA,"New York, NY"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",TEB,"Teterboro, NJ"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ILI,"Iliamna, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ADQ,"Kodiak, AK"
ADQ,"Kodiak, AK",AKN,"King Salmon, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",DGB,"Danger Bay, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",EGX,"Egegik, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",NNK,"Naknek, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",SKJ,"Sitkinak, AK"
ADQ,"Kodiak, AK",AKN,"King Salmon, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",DGB,"Danger Bay, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",EGX,"Egegik, AK"
ADQ,"Kodiak, AK",KCQ,"Chignik, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ADQ,"Kodiak, AK"
ADQ,"Kodiak, AK",DLG,"Dillingham, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",ADQ,"Kodiak, AK"
ADQ,"Kodiak, AK",HOM,"Homer, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",SEA,"Seattle, WA"
ADS,"Dallas, TX",SLC,"Salt Lake City, UT"
ADS,"Dallas, TX",HOB,"Hobbs, NM"
ADS,"Dallas, TX",TUL,"Tulsa, OK"
ADS,"Dallas, TX",OKC,"Oklahoma City, OK"
ADS,"Dallas, TX",SAV,"Savannah, GA"
ADS,"Dallas, TX",CNO,"Chino, CA"
ADS,"Dallas, TX",ELP,"El Paso, TX"
ADS,"Dallas, TX",LRD,"Laredo, TX"
ADS,"Dallas, TX",MFD,"Mansfield, OH"
AET,"Allakaket, AK",BTT,"Bettles, AK"
AET,"Allakaket, AK",BTT,"Bettles, AK"
AET,"Allakaket, AK",ANC,"Anchorage, AK"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AET,"Allakaket, AK",BTT,"Bettles, AK"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AET,"Allakaket, AK",AKP,"Anaktuvuk Pass, AK"
AET,"Allakaket, AK",HUS,"Hughes, AK"
AET,"Allakaket, AK",BTT,"Bettles, AK"
AET,"Allakaket, AK",HSL,"Huslia, AK"
AET,"Allakaket, AK",WBQ,"Beaver, AK"
AET,"Allakaket, AK",CXF,"Coldfoot, AK"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AEX,"Alexandria, LA",IAH,"Houston, TX"
AEX,"Alexandria, LA",DFW,"Dallas/Fort Worth, TX"
AEX,"Alexandria, LA",LRD,"Laredo, TX"
AEX,"Alexandria, LA",BUF,"Buffalo, NY"
AEX,"Alexandria, LA",SAT,"San Antonio, TX"
AEX,"Alexandria, LA",CSG,"Columbus, GA"
AEX,"Alexandria, LA",ELP,"El Paso, TX"
AEX,"Alexandria, LA",LRD,"Laredo, TX"
AEX,"Alexandria, LA",AZA,"Phoenix, AZ"
AEX,"Alexandria, LA",DAL,"Dallas, TX"
AEX,"Alexandria, LA",BED,"Bedford, MA"
AEX,"Alexandria, LA",SJU,"San Juan, PR"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
AEX,"Alexandria, LA",YUM,"Yuma, AZ"
AEX,"Alexandria, LA",ELP,"El Paso, TX"
AEX,"Alexandria, LA",SAN,"San Diego, CA"
AEX,"Alexandria, LA",JAX,"Jacksonville, FL"
AEX,"Alexandria, LA",DAL,"Dallas, TX"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
